transaction_id,customer_id,customer_name,email,transaction_date,product_category,quantity,unit_price,discount_pct,payment_method,country,shipping_weight,rating,is_returned,notes
5482,1193,Ayesha Malik,ayesha.malik@gmail.com,07-07-2025,Book,5,3883.67,42.2,Credit Card,Germany,6.56,4.0,,VIP customer - priority
5280,1050,Sana Malik,sana.malik@gmail.com,2025-04-16,Toys,6,3901.35,37.8,e-wallet,UK,2.07,2.0,no,  
5831,1138,Nida Chaudhry,nida.chaudhrygmail.com,2025-05-28,Beauty,7,3850.33,34.0,bank transfer,UAE,5.41,1.0,Yes,  
5353,1136,Ahmed Khan,ahmed.khan@gmail.com,15/02/2024,sports,7,2123.79,45.8,Bank_Transfer,USA,5.47 lbs,2.0,No,Reâ€™quested refund
5558,1069,Sana Khan,sana.khan@gmail.com,04-29-2024,Home & Kitchen,1,2768.15,29.2,bank transfer,UK,-1.49,2.0,no,Packaging damaged  
5207,1059,Ayesha Malik,ayesha.malik@gmail.com,04-30-2024,groceries,3,4713.57,45.1,bank transfer,Pakistan,1.28,3.0,No,Packaging damaged  
5682,1068,Kamran Butt,kamran.butt@gmail.com,2024-09-21,groceries,2,1974.19,54.4,Wallet,Saudi Arabia,0.34,7.0,Yes,VIP customer - priority
5691,1343,Unknown1343,unknown1343@gmail.com,05/04/2024,Appearal,-1,"PKR 2,645",38.7,CC,Saudi Arabia,3.52,1.0,No,Reâ€™quested refund
5023,1137,Usman Javed,usman.javed@gmail.com,2024-11-16,Home&Kitchen,7,390.81,43.9,Bank_Transfer,Saudi Arabia,1.47,4.0,N,Customer requested gift wrap
5340,1143,Nida Javed,nida.javed@gmail.com,06-25-2024,Grocery,5,1071.37,16.8,CREDIT_CARD,Germany,0.9,3.0,Yes,Delivered on time
5826,1173,Nimra Sheikh,nimra.sheikh@gmail.com,20/03/2025,Toy,7,1658.14,47.3,DC,Saudi Arabia,4.79,5.0,No,Customer requested gift wrap
5553,1190,Omar Sheikh,omar.sheikh@gmail.com,06-07-2025,Toys,5,1810.57,49.4,Bank Transfer,USA,0.81,5.0,No,VIP customer - priority
5154,1041,Nimra Chaudhry,nimra.chaudhry@gmail.com,,books,5,906.81,59.4,bank transfer,Pakistan,2.54,8.0,No,Delivered on time
5752,1161,Zara Malik,zara.malik@gmail.com,2027-04-14,Clothing,6,819.24,38.5,Credit Card,USA,0.38,3.0,No,VIP customer - priority
5634,1067,Bilal Raza,bilal.raza@gmail.com,01 Nov 2024,Beauty,-2,"PKR 1,966",39.8,cod,UK,0.78,5.0,Y,Delivered on time
5685,1029,Mariam Malik,mariam.malik@gmail.com,,groceries,2,3934.32,42.3,bank transfer,UAE,2.59,,No,
5442,1025,Imran Farooq,imran.farooq@gmail.com,05-08-2024,beauty,1,"$2,978.53",27.2,Credit Card,USA,0.71,5.0,No,N/A
5528,1086,Hina Khan,hina.khan@gmail.com,01/03/2024,Home&Kitchen,4,"$1,004.78",16.2,bank transfer,UAE,6.02,3.0,No,  
5805,1161,ZARA MALIK,zara.malik@gmail.com,05-16-2025,Toy,1,3452.76,55.9,wallet,Saudi Arabia,9.73,5.0,No,Updated note
5782,1045,Kamran Aslam,kamran.aslam@gmail.com,2024-02-10,BEAUTY,5,2512.18,-6.5,Bank_Transfer,UK,0.91,4.0,N,N/A
5262,1193,Ayesha Malik,ayesha.malik@gmail.com,2025-02-23,Electronics,6,6152.92,51.2,Cash on Delivery,USA,1.63,1.0,No,
5082,1108,Alina Sheikh,alina.sheikh@gmail.com,,Grocery,1,2151.54,36.7,Cash on Delivery,Pakistan,2.39,4.0,No,Delivered on time
5465,1051,Iqra Malik,iqra.malik@gmail.com,29 Sep 2024,Books,3,689.75,8.9,COD,USA,1.48,3.0,No,Customer requested gift wrap
5837,1040,Fahad Iqbal,fahad.iqbal@gmail.com,06 Mar 2027,Home & Kitchen,7,6510.72,42.7,Debit Card,Pakistan,2.01,1.0,No,Reâ€™quested refund
5493,1029,Mariam Malik,mariam.malik@gmail.com,29/06/2025,Grocery,6,"$1,961.65",47.7,wallet,USA,5.62 lbs,5.0,No,  
5038,1058,Mariam Raza,mariam.raza@gmail.com,,Beauty,6,2333.45,4.0,Wallet,Saudi Arabia,2.62,1.0,No,Customer requested gift wrap
5839,1049,Sara Iqbal,sara.iqbal@gmail.com,17 Aug 2024,Toys,4,1013.91,16.3,Wallet,USA,3.41,3.0,Yes,N/A
5333,1007,Alina Farooq,alina.farooq@gmail.com,18 Mar 2024,Groceries,3,"$3,730.22",23.7,Bank Transfer,UK,5.4,1.0,Yes,Packaging damaged  
5010,1042,Usman Aslam,usman.aslam@gmail.com,29/11/2024,Books,7,"$1,171.09",4.8,Cash On Delivery,UAE,5.54,,No,Packaging damaged  
5463,1096,Imran Iqbal,,2024-04-27,beauty,2,896.29,3.2,Debit Card,UAE,1.9,2.0,no,VIP customer - priority
5319,1191,Ayesha Javed,ayesha.javed@gmail.com,13/08/2025,Grocery,7,2364.1,3.1,CREDIT_CARD,UAE,1.58,1.0,No,Delivered on time
5032,1089,Alina Malik,alina.malik@gmail.com,2024-09-22,books,3,3698.34,29.4,CREDIT_CARD,UAE,1.28,4.0,No,  
5800,1191,Ayesha Javed,ayesha.javed@gmail.com,,beauty,7,"$2,466.13",44.2,wallet,Pakistan,1.68,3.0,No,Reâ€™quested refund
5593,1140,Bilal Khan,bilal.khan@gmail.com,2024-04-11,Apparel,6,578.9,47.6,bank transfer,UK,0.83,5.0,No,  
5382,1128,Imran Malik,imran.malik@gmail.com,2024-08-07,sports,216,1123.72,41.3,Bank Transfer,UAE,0.51,5.0,No,
5281,1147,Waqas Butt,waqas.buttgmail.com,,Sport,4,1838.92,179.2,DC,Pakistan,1.84,3.0,No,
5523,1112,Alina Sheikh,alina.sheikh@gmail.com,08-22-2024,Sports,408,"PKR 2,761",6.0,Debit Card,UAE,7.46,4.0,No,Reâ€™quested refund
5659,1352,Unknown1352,unknown1352@gmail.com,18/04/2024,Toy,6,4758.66,60.0,e-wallet,Germany,1.31,3.0,No,Reâ€™quested refund
5786,1073,Waqas Aslam,waqas.aslam@gmail.com,06-25-2025,Toy,3,2757.11,34.3,COD,Germany,1.49,3.0,No,Packaging damaged  
5591,1082,Nida Chaudhry,nida.chaudhry@gmail.com,,Book,5,1338.84,7.6,wallet,Saudi Arabia,5.76,4.0,No,Delivered on time
5794,1021,Usman Farooq,usman.farooq@gmail.com,01-21-2024,groceries,2,1094.05,42.3,Bank_Transfer,Saudi Arabia,0.17,3.0,No,Reâ€™quested refund
5378,1149,Iqra Chaudhry,iqra.chaudhrygmail.com,08 Nov 2024,Appearal,4,3599.68,36.8,bank transfer,UK,1.16,,No,  
5467,1170,Sara Javed,sara.javed@gmail.com,05-24-2025,beauty,7,4580.76,-4.2,Cash on Delivery,Saudi Arabia,1.25,,No,Customer requested gift wrap
5487,1036,Kamran Malik,kamran.malik@gmail.com,2025-07-26,toys,2,3211.57,41.9,Bank Transfer,UAE,0.51,4.0,No,
5089,1040,Fahad Iqbal,fahad.iqbal@gmail.com,02-19-2025,Home&Kitchen,1,2189.51,41.8,Bank_Transfer,UAE,3.22,1.0,No,  
5213,1048,Adeel Sheikh,adeel.sheikh@gmail.com,2024-12-03,Home & Kitchen,2,1999.11,19.5,COD,USA,1.14,2.0,No,  
5321,1178,Waqas Javed,waqas.javed@gmail.com,03 Mar 2024,Toy,3,747.99,48.8,debit card,Pakistan,9.13,4.0,no,  
5732,1191,Ayesha Javed,ayesha.javed@gmail.com,2025-01-12,apparel,2,unknown,56.0,Bank Transfer,Germany,0.66,5.0,No,  
5133,1194,Bilal Aslam,bilal.aslam@gmail.com,09-16-2024,toys,5,510.13,50.3,COD,Germany,5.87,9.0,No,
5346,1030,Alina Iqbal,alina.iqbal@gmail.com,05-26-2024,Beauty,4,5450.25,41.7,Bank_Transfer,Pakistan,1.24,4.0,No,Customer requested gift wrap
5043,1135,Sana Raza,sana.raza@gmail.com,11/03/2024,home & kitchen,4,3439.46,22.5,Wallet,Pakistan,1.64,1.0,no,Customer requested gift wrap
5007,1089,Alina Malik,alina.malik@gmail.com,16/04/2025,Groceries,4,"$5,831.93",25.7,credit card,UK,0.97,,No,Delivered on time
5534,1041,Nimra Chaudhry,nimra.chaudhry@gmail.com,,Home&Kitchen,1,"$5,850.63",37.3,debit card,Pakistan,0.43,1.0,N,
5472,1188,Adeel Khan,adeel.khan@gmail.com,19 Feb 2025,books,2,5706.87,9.2,cod,UK,3.51,3.0,Yes,  
5679,1151,Omar Aslam,omar.aslam@gmail.com,13/11/2024,books,2,2393.42,43.8,credit card,USA,3.36,3.0,No,  
5187,1102,Hassan Iqbal,hassan.iqbal@gmail.com,2025-03-01,sports,4,"$1,599.89",111.2,CREDIT_CARD,UK,1.49,2.0,no,Delivered on time
5793,1152,Ayesha Aslam,ayesha.aslam@gmail.com,2024-07-01,Appearal,6,5083.12,58.7,Bank_Transfer,UAE,4.45,,yes,
5122,1013,Kamran Iqbal,kamran.iqbal@gmail.com,20 Dec 2024,books,7,"PKR 1,896",16.5,CREDIT_CARD,UK,6.21,2.0,No,Delivered on time
5040,1124,Kamran Chaudhry,,21/08/2025,Grocery,2,1159.57,10.2,CC,UAE,2.14,2.0,no,Customer requested gift wrap
5304,1111,Hina Chaudhry,hina.chaudhrygmail.com,,Apparel,-2,1607.91,19.3,Debit Card,Germany,1.07,5.0,No,Delivered on time
5480,1085,Zara Khan,zara.khan@mail,,toys,2,2521.33,40.1,CC,Pakistan,0.73,3.0,Y,
5736,1031,Nimra Farooq,nimra.farooq@gmail.com,21 May 2024,groceries,1,390.87,43.6,credit card,Germany,4.76 lbs,4.0,No,
5172,1076,Adeel Sheikh,adeel.sheikhgmail.com,2025-01-21,beauty,2,N/A,18.3,Wallet,Germany,1.08,1.0,no,Packaging damaged  
5284,1086,Hina Khan,hina.khan@gmail.com,2025-04-22,Toys,2,1047.98,50.3,Wallet,UAE,2.06,5.0,No,
5771,1164,Sara Khan,sara.khan@gmail.com,26/06/2025,Toy,5,589.82,19.6,Bank Transfer,Saudi Arabia,3.42,5.0,No,VIP customer - priority
5240,1022,Alina Butt,alina.butt@gmail.com,2025-08-19,Toy,1,?,54.7,CREDIT_CARD,Germany,6.06 lbs,5.0,No,  
5632,1176,Mariam Khan,mariam.khan@gmail.com,07-25-2025,Books,7,2761.49,49.8,Bank_Transfer,UAE,0.79,2.0,No,Packaging damaged  
5174,1137,Usman Javed,usman.javed@gmail.com,2024-08-04,Home and Kitchen,1,3436.69,9.9,COD,Saudi Arabia,2.78,4.0,No,
5084,1127,Usman Butt,usman.butt@gmail.com,20/05/2025,groceries,1,1888.62,55.2,Bank_Transfer,Saudi Arabia,3.76,1.0,No,Updated note
5609,1117,Ayesha Farooq,ayesha.farooq@gmail.com,02-28-2024,home & kitchen,1,4589.83,53.7,DC,Germany,10.78 lbs,,No,Packaging damaged  
5245,1037,Hassan Malik,hassan.malik@gmail.com,02/01/2025,Toys,2,2441.15,43.3,Wallet,Germany,2.71,7.0,No,VIP customer - priority
5056,1081,Waqas Iqbal,waqas.iqbal@gmail.com,07/10/2024,Grocery,3,762.85,48.2,CC,Germany,1.93,3.0,Yes,Customer requested gift wrap
5766,1105,Ahmed Farooq,ahmed.farooq@gmail.com,06-26-2024,BEAUTY,-2,4058.04,45.7,e-wallet,UAE,2.93,4.0,no,Delivered on time
5071,1029,Mariam Malik,mariam.malik@gmail.com,06-18-2024,Appearal,6,1055.29,29.4,Debit Card,UAE,2.85,1.0,Yes,Packaging damaged  
5651,1104,Kamran Javed,kamran.javed@gmail.com,,beauty,3,1351.16,-5.3,COD,Pakistan,4.74,2.0,No,Reâ€™quested refund
5145,1096,Imran Iqbal,imran.iqbal@gmail.com,28 Aug 2024,apparel,2,1355.88,57.7,credit card,UK,20.83 lbs,4.0,no,Customer requested gift wrap
5090,1115,Mariam Malik,mariam.malik@gmail.com,,toys,5,2522.14,16.4,wallet,USA,1.28,5.0,No,Packaging damaged  
5166,1164,Sara Khan,sara.khan@gmail.com,2025-03-30,apparel,1,"PKR 1,299",17.3,Cash On Delivery,Germany,0.51,5.0,,VIP customer - priority
5392,1033,Nida Butt,nida.butt@gmail.com,,BEAUTY,412,1660.04,44.4,credit card,UK,2.4,3.0,Yes,Delivered on time
5392,1033,Nida Butt,nida.butt@gmail.com,,BEAUTY,412,1660.04,44.4,credit card,UK,2.4,3.0,Yes,Delivered on time
5170,1109,Bilal Khan,bilal.khan@gmail.com,19 Dec 2024,Grocery,6,1568.25,35.4,Cash on Delivery,UAE,5.89 lbs,4.0,No,Customer requested gift wrap
5310,1009,Mariam Malik,mariam.malik@gmail.com,01-26-2024,Electronics,3,520.4,9.6,cod,Pakistan,3.49,3.0,no,N/A
5361,1157,HINA SHEIKH,hina.sheikh@gmail.com,,BEAUTY,4,N/A,28.2,DC,Germany,2.09,3.0,N,VIP customer - priority
5359,1095,Sara Butt,sara.butt@gmail.com,27 Dec 2024,beauty,4,"$2,012.30",41.4,e-wallet,USA,9.48 lbs,1.0,No,Customer requested gift wrap
5093,1199,Ayesha Malik,ayesha.malikgmail.com,11-18-2024,home & kitchen,4,2154.47,37.9,credit card,USA,1.6,4.0,No,
5322,1168,Hassan Aslam,hassan.aslam@gmail.com,,beauty,4,681.62,51.4,wallet,Pakistan,11.4 lbs,2.0,No,Reâ€™quested refund
5420,1170,Sara Javed,sara.javed@gmail.com,11/11/2024,BEAUTY,6,"PKR 1,477",22.3,credit card,Germany,2.91 lbs,4.0,Y,Customer requested gift wrap
5412,1155,Zara Malik,zara.malik@gmail.com,02-14-2025,ELECTRONICS,6,3870.7,223.8,cod,Pakistan,2.43 lbs,2.0,no,N/A
5601,1163,Waqas Sheikh,waqas.sheikh@gmail.com,2024-10-02,Electronics ,6,1747.22,43.2,Bank_Transfer,USA,1.0,4.0,No,Customer requested gift wrap
5774,1072,Ahmed Chaudhry,ahmed.chaudhry@gmail.com,20/01/2025,Clothing,1,3477.39,210.8,Credit Card,Saudi Arabia,1.29,3.0,No,VIP customer - priority
5650,1183,Hina Raza,hina.raza@gmail.com,,apparel,6,"$1,306.39",37.4,Cash On Delivery,USA,1.24,9.0,No,N/A
5376,1004,Bilal Iqbal,bilal.iqbal@gmail.com,29/12/2024,Electronic,1,3546.98,6.1,Bank Transfer,Germany,0.75,,No,  
5395,1097,Sana Butt,sana.butt@gmail.com,05-05-2027,Grocery,3,1782.22,35.4,Credit Card,USA,3.15,4.0,No,VIP customer - priority
5243,1124,Kamran Chaudhry,kamran.chaudhry@gmail.com,2025-01-18,books,1,2307.41,58.0,Cash on Delivery,UAE,14.66 lbs,3.0,No,Customer requested gift wrap
5087,1115,Mariam Malik,mariam.malik@gmail.com,07-20-2024,home & kitchen,6,"$2,492.43",2.7,e-wallet,Germany,3.79 lbs,4.0,No,Packaging damaged  
5214,1046,Nida Aslam,nida.aslam@gmail.com,2025-03-12,Electronic,5,5383.64,29.4,Wallet,UK,3.12,1.0,No,  
5607,1200,Ahmed Butt,ahmed.butt@gmail.com,11/10/2024,electronics,2,2077.93,24.9,wallet,UK,1.02,5.0,No,Reâ€™quested refund
5344,1056,Ahmed Farooq,ahmed.farooq@gmail.com,11-13-2024,Home&Kitchen,2,2144.28,33.0,Cash On Delivery,USA,3.29,5.0,No,N/A
5173,1150,Ahmed Khan,ahmed.khan@gmail.com,02/12/2024,Sports,6,"$2,979.93",54.7,Cash On Delivery,UK,2.95 lbs,1.0,No,Reâ€™quested refund
5729,1170,Sara Javed,sara.javed@gmail.com,,Home and Kitchen,7,1789.11,16.8,CC,USA,4.04,5.0,no,VIP customer - priority
5291,1126,Usman Chaudhry,usman.chaudhry@gmail.com,,groceries,5,3604.52,32.1,credit card,Germany,0.31 lbs,2.0,Yes,  
5425,1152,Ayesha Aslam,ayesha.aslam@gmail.com,2025-02-20,Appearal,2,2899.72,32.7,Bank Transfer,Pakistan,1.0,1.0,no,Packaging damaged  
5671,1179,Usman Aslam,usman.aslam@gmail.com,,Beauty,7,1830.04,53.9,cod,Germany,1.8,5.0,No,
5118,1143,Nida Javed,nida.javedgmail.com,2024-06-11,beauty,6,1681.63,11.6,Credit Card,UAE,1.38,,yes,Reâ€™quested refund
5119,1015,Mariam Chaudhry,mariam.chaudhry@gmail.com,05/03/2027,Toys,3,6158.91,51.5,Debit Card,UK,4.1,,No,  
5163,1168,Hassan Aslam,hassan.aslam@gmail.com,2024-03-02,Groceries,7,"$1,706.09",45.1,CC,Pakistan,1.16,2.0,No,Customer requested gift wrap
5838,1012,Usman Javed,usman.javed@gmail.com,,Toy,5,2802.78,18.0,e-wallet,USA,2.44,3.0,No,VIP customer - priority
5384,1200,Ahmed Butt,ahmed.butt@gmail.com,08/03/2025,Home&Kitchen,4,"$1,138.59",58.5,e-wallet,Germany,0.51,3.0,No,Packaging damaged  
5744,1092,Hassan Iqbal,hassan.iqbal@gmail.com,2024-11-23,BEAUTY,4,$373.75,16.3,credit card,UK,2.72,5.0,Yes,Customer requested gift wrap
5394,1031,Nimra Farooq,nimra.farooq@gmail.com,03 Jul 2024,Sports,4,2078.12,24.3,DC,Pakistan,1.98,1.0,,Customer requested gift wrap
5401,1067,Bilal Raza,bilal.raza@gmail.com,2024-06-16,Home & Kitchen,1,3323.96,10.5,Bank_Transfer,USA,2.41,2.0,no,Customer requested gift wrap
5404,1124,Kamran Chaudhry,kamran.chaudhry@gmail.com,12/12/2024,Grocery,6,1861.45,0.3,debit card,UAE,3.54,5.0,No,N/A
5567,1099,Zara Malik,zara.malik@gmail.com,2027-05-27,Toy,6,2898.81,39.5,Debit Card,Pakistan,1.54,2.0,No,
5540,1158,Sara Iqbal,sara.iqbal@gmail.com,2024-04-05,Groceries,6,2068.99,27.8,credit card,Germany,5.74,,No,Delivered on time
5162,1092,Hassan Iqbal,hassan.iqbal@gmail.com,,Clothing,1,3932.24,42.0,Debit Card,Pakistan,3.41,2.0,No,
5320,1001,Bilal Farooq,bilal.farooq@gmail.com,01-08-2025,ELECTRONICS,2,1850.49,21.8,Wallet,Germany,0.21,3.0,No,Packaging damaged  
5114,1142,Imran Chaudhry,imran.chaudhrygmail.com,21 Mar 2025,Sports,3,385.98,36.1,Cash on Delivery,UK,1.06,4.0,No,
5158,1130,Usman Raza,usman.raza@gmail.com,12-10-2024,Electronics,4,1244.19,32.4,bank transfer,Germany,1.11,3.0,No,Delivered on time
5150,1191,Ayesha Javed,ayesha.javed@mail,10-05-2024,Appearal,7,1917.36,39.8,Cash On Delivery,UAE,3.94,3.0,no,  
5505,1053,Kamran Farooq,kamran.farooq@gmail.com,,Beauty,4,5087.07,25.2,CC,UK,0.7,1.0,Y,N/A
5597,1183,Hina Raza,hina.razagmail.com,2025-04-20,Sport,6,4231.12,2.3,Cash On Delivery,USA,1.02,4.0,no,N/A
5644,1007,Alina Farooq,alina.farooq@gmail.com,03/08/2025,Home&Kitchen,2,1450.99,58.7,Bank_Transfer,Pakistan,1.72,1.0,Yes,N/A
5368,1116,Hassan Aslam,hassan.aslam@gmail.com,2024-08-18,Clothing,262,1048.12,32.5,CC,Germany,2.87,1.0,No,
5031,1147,Waqas Butt,waqas.butt@gmail.com,,Books,3,1543.75,8.3,CC,UAE,2.7,2.0,No,Reâ€™quested refund
5377,1021,Usman Farooq,usman.farooq@gmail.com,05-26-2024,Sports,1,913.1,38.5,DC,Saudi Arabia,1.93,5.0,Yes,Delivered on time
5477,1089,Alina Malik,alina.malik@gmail.com,26 Jun 2024,BEAUTY,3,3834.92,57.7,Cash on Delivery,USA,0.96,1.0,No,Delivered on time
5765,1034,Nimra Butt,nimra.butt@gmail.com,23 Apr 2025,Clothing,5,602.88,7.5,Bank_Transfer,UK,3.14,5.0,No,Reâ€™quested refund
5020,1124,Kamran Chaudhry,kamran.chaudhry@gmail.com,2024-09-29,Grocery,4,3988.23,24.8,Debit Card,USA,5.69 lbs,4.0,yes,  
5471,1105,Ahmed Farooq,ahmed.farooq@gmail.com,25 Jan 2025,Sport,1,643.18,50.5,Credit Card,Saudi Arabia,5.94,1.0,no,Delivered on time
5113,1165,Hina Raza,hina.raza@gmail.com,05-06-2024,toys,1,3483.1,5.1,credit card,USA,5.78,3.0,No,VIP customer - priority
5753,1033,Nida Butt,nida.butt@gmail.com,29 Sep 2024,Sport,7,419.01,36.4,DC,Saudi Arabia,2.04,,No,N/A
5000,1148,Mariam Raza,mariam.raza@gmail.com,28/12/2024,Home&Kitchen,4,230.2,25.0,COD,Germany,1.53,2.0,No,N/A
5254,1184,Hassan Butt,hassan.butt@gmail.com,19/07/2025,Toys,3,2316.95,52.2,bank transfer,UAE,4.05,,No,Reâ€™quested refund
5739,1165,Hina Raza,hina.raza@gmail.com,24 Aug 2024,Sports,5,5090.6,23.2,Debit Card,USA,3.75 lbs,5.0,Yes,N/A
5832,1118,Hassan Farooq,hassan.farooq@gmail.com,11 Feb 2024,Sports,7,"PKR 5,411",24.0,bank transfer,Germany,3.03,2.0,Yes,Customer requested gift wrap
5504,1172,Sana Raza,sana.raza@gmail.com,10/01/2024,Beauty,4,3540.8,24.9,Credit Card,UAE,1.25,1.0,No,Reâ€™quested refund
5656,1051,Iqra Malik,iqra.malik@gmail.com,05-28-2024,Home & Kitchen,4,2229.58,53.3,Wallet,Germany,1.44,4.0,no,N/A
5580,1009,Mariam Malik,mariam.malik@gmail.com,01-25-2024,sports,3,2937.43,58.5,bank transfer,UAE,3.3,2.0,No,VIP customer - priority
5258,1073,Waqas Aslam,waqas.aslam@gmail.com,06 Jul 2025,Toys,2,2271.36,42.8,Debit Card,USA,1.65,2.0,No,  
5845,1020,Ahmed Iqbal,ahmed.iqbal@gmail.com,,Book,6,721.75,42.3,Bank Transfer,Germany,2.62,4.0,N,Reâ€™quested refund
5314,1091,Nimra Malik,nimra.malik@gmail.com,17/06/2025,Book,4,3450.26,14.6,Bank_Transfer,UK,4.44,5.0,No,  
5737,1101,Omar Javed,omar.javed@gmail.com,03/11/2024,Toys,7,"$1,391.50",9.1,Bank_Transfer,UK,1.14,3.0,No,  
5135,1154,Zara Raza,zara.raza@gmail.com,16 Sep 2024,Toys,7,3928.96,171.0,COD,Germany,3.34,2.0,no,N/A
5848,1379,Unknown1379,unknown1379@gmail.com,02/05/2027,sports,2,1854.24,31.0,CC,Saudi Arabia,2.07,1.0,,VIP customer - priority
5004,1087,Kamran Farooq,kamran.farooqgmail.com,,Clothing,4,"$2,894.02",17.0,COD,UAE,2.51 lbs,5.0,No,Delivered on time
5677,1166,Mariam Butt,mariam.butt@gmail.com,,groceries,3,2511.15,47.6,Credit Card,USA,1.11,,No,  
5324,1083,Nida Aslam,nida.aslam@gmail.com,28 Jan 2024,books,7,-,25.8,Bank_Transfer,USA,3.03,3.0,N,Reâ€™quested refund
5330,1168,Hassan Aslam,hassan.aslam@gmail.com,2025-07-30,Grocery,5,1019.7,15.3,Wallet,UAE,2.22,4.0,no,Reâ€™quested refund
5498,1154,Zara Raza,zara.raza@gmail.com,01-27-2025,Toys,4,4063.31,48.6,Debit Card,UAE,2.54,5.0,Yes,Delivered on time
5447,1112,Alina Sheikh,alina.sheikh@gmail.com,,Apparel,3,2932.07,33.1,Bank Transfer,UK,2.8,3.0,No,VIP customer - priority
5511,1165,Hina Raza,hina.raza@gmail.com,,Electronic,5,?,49.3,Bank_Transfer,Pakistan,1.65,3.0,no,Customer requested gift wrap
5339,1063,Adeel Raza,adeel.raza@gmail.com,,Home&Kitchen,5,2405.5,32.8,debit card,Germany,0.79,4.0,No,Packaging damaged  
5297,1071,Waqas Sheikh,waqas.sheikh@gmail.com,18 Apr 2025,Book,2,"$1,349.74",0.9,Debit Card,USA,0.42,1.0,No,Delivered on time
5080,1052,Iqra Khan,,26 Nov 2024,BEAUTY,1,588.86,11.4,Bank_Transfer,USA,2.89,5.0,yes,VIP customer - priority
5693,1355,Unknown1355,,17/02/2025,Home&Kitchen,3,2194.78,20.7,wallet,UAE,1.45,4.0,No,N/A
5501,1090,Nimra Raza,nimra.raza@gmail.com,2025-06-05,books,4,791.81,5.1,Debit Card,USA,-2.57,1.0,No,N/A
5825,1045,Kamran Aslam,kamran.aslam@gmail.com,06 Dec 2024,toys,3,1353.08,31.0,CREDIT_CARD,UK,2.45,,No,
5343,1166,Mariam Butt,mariam.butt@gmail.com,,Book,3,1070.3,31.6,Cash On Delivery,Pakistan,2.05 lbs,4.0,No,Packaging damaged  
5585,1048,Adeel Sheikh,adeel.sheikh@gmail.com,03-08-2025,books,-1,unknown,24.8,credit card,Saudi Arabia,3.52,5.0,No,Reâ€™quested refund
5672,1087,Kamran Farooq,kamran.farooqgmail.com,03-21-2024,Books,1,5590.64,53.5,Credit Card,UAE,9.28 lbs,3.0,no,N/A
5293,1187,Nida Butt,nida.butt@gmail.com,,Groceries,2,"$2,385.78",41.2,debit card,UK,2.27,2.0,Yes,  
5364,1328,Unknown1328,unknown1328@gmail.com,2024-03-25,electronics,6,190.38,38.5,CC,Pakistan,8.86 lbs,5.0,No,Reâ€™quested refund
5544,1068,Kamran Butt,kamran.butt@gmail.com,14/04/2025,toys,7,2558.16,31.8,wallet,UAE,8.58 lbs,2.0,No,Delivered on time
5014,1191,Ayesha Javed,ayesha.javed@gmail.com,10-26-2027,electronics,5,2771.14,37.3,CC,UK,2.82,3.0,no,Packaging damaged  
5086,1058,Mariam Raza,mariam.raza@gmail.com,05/07/2025,Toy,4,"$2,493.40",39.9,Cash on Delivery,Germany,7.84,4.0,No,Packaging damaged  
5370,1042,Usman Aslam,usman.aslam@gmail.com,2024-12-29,Books,6,3527.39,8.7,Credit Card,UAE,0.82,3.0,No,Customer requested gift wrap
5165,1132,Ahmed Javed,ahmed.javed@gmail.com,07 Jun 2024,home & kitchen,3,575.63,11.2,cod,Germany,4.11,3.0,No,
5768,1022,Alina Butt,alina.butt@gmail.com,17 Dec 2024,groceries,5,unknown,48.7,Bank_Transfer,UAE,1.72,5.0,no,VIP customer - priority
5335,1014,Nida Aslam,nida.aslam@gmail.com,05/03/2024,Appearal,6,3169.85,0.1,DC,UK,0.65,2.0,N,Packaging damaged  
5059,1176,Mariam Khan,mariam.khan@gmail.com,06-29-2024,sports,6,1849.81,-15.6,e-wallet,Saudi Arabia,4.57,,Yes,VIP customer - priority
5354,1156,Imran Iqbal,imran.iqbal@gmail.com,04-05-2024,Toys,4,1276.43,10.0,e-wallet,Germany,0.79,2.0,No,VIP customer - priority
5424,1130,Usman Raza,usman.raza@gmail.com,31/01/2025,Toys,3,unknown,10.3,Credit Card,UAE,4.16,1.0,No,Customer requested gift wrap
5292,1177,Ahmed Chaudhry,ahmed.chaudhry@gmail.com,11 Jul 2024,Home & Kitchen,7,2078.75,-15.2,wallet,Pakistan,1.75,1.0,No,Delivered on time
5041,1118,Hassan Farooq,hassan.farooq@gmail.com,13/07/2025,beauty,6,1916.96,33.3,bank transfer,UAE,1.94,5.0,yes,
5329,1185,Ayesha Farooq,ayesha.farooq@gmail.com,14/01/2025,Clothing,6,1956.1,52.3,Debit Card,USA,1.73,2.0,N,Reâ€™quested refund
5429,1139,Hassan Farooq,hassan.farooq@gmail.com,2024-11-08,Sports,1,1662.93,57.4,e-wallet,UK,1.65,5.0,Y,
5079,1034,Nimra Butt,nimra.butt@gmail.com,,Grocery,4,1348.81,39.8,credit card,USA,3.08,1.0,,Customer requested gift wrap
5028,1033,Nida Butt,nida.butt@gmail.com,26/03/2024,Clothing,1,3513.47,59.3,credit card,UK,2.78,5.0,yes,
5254,1184,Hassan Butt,hassan.butt@gmail.com,19/07/2025,Toys,3,2316.95,52.2,bank transfer,UAE,4.05,,No,Reâ€™quested refund
